step	best_direction	RMSD	Rg	Energy
524.000000	6.000000	10.062160	13.193699	-3361.773200
525.000000	2.000000	10.398805	13.505202	-2048.357100
526.000000	6.000000	10.440313	13.545271	-3451.009900
527.000000	2.000000	10.268231	13.412377	-2257.647600
528.000000	5.000000	10.407083	13.516706	-2953.923500
529.000000	7.000000	9.986394	13.149970	-3117.724800
530.000000	8.000000	10.089094	13.294932	-2833.330200
531.000000	4.000000	10.581473	13.626926	-2237.408600
532.000000	5.000000	9.783591	13.045482	-2058.289000
533.000000	7.000000	10.534593	13.652049	-2207.181900
534.000000	3.000000	10.398543	13.497860	-3085.540000
535.000000	7.000000	10.459427	13.545815	-3463.095300
536.000000	2.000000	10.256682	13.428311	-2734.176100
537.000000	7.000000	10.177331	13.368579	-2524.796400
538.000000	5.000000	10.195299	13.385920	-2074.981500
539.000000	6.000000	10.669239	13.780219	-2248.287200
540.000000	5.000000	10.346901	13.432293	-1718.808200
541.000000	8.000000	10.630067	13.707481	-2085.103400
542.000000	8.000000	10.062166	13.223285	-1853.869900
543.000000	3.000000	10.123183	13.330975	-3265.753800
544.000000	1.000000	10.441314	13.569775	-1707.215100
545.000000	1.000000	10.276738	13.421237	-3504.728700
546.000000	2.000000	9.747376	13.011263	-2758.231500
547.000000	5.000000	9.993814	13.140021	-2229.745100
548.000000	6.000000	10.063751	13.294853	-2765.224500
549.000000	1.000000	10.346592	13.437561	-2552.783000
550.000000	2.000000	4.502506	6.922539	-1331.498900
551.000000	1.000000	4.584988	7.020275	-1880.032800
552.000000	4.000000	4.907333	7.330588	-1127.809200
553.000000	7.000000	4.656860	7.498582	-2046.184200
554.000000	3.000000	4.626643	7.567261	-1974.885600
555.000000	7.000000	5.437950	8.891246	321.954100
556.000000	2.000000	5.310002	9.251518	-722.182900
557.000000	1.000000	6.597634	9.916085	-1760.338600
558.000000	6.000000	7.470537	10.044579	-946.987500
559.000000	5.000000	7.791482	10.623226	1773.180300
560.000000	5.000000	7.754550	10.732298	-1528.827100
561.000000	8.000000	6.749024	10.974615	-1859.795900
562.000000	6.000000	7.786429	10.873065	-2431.962200
563.000000	8.000000	7.850868	11.127272	-1719.146200
564.000000	1.000000	7.626552	11.547895	-954.336300
565.000000	4.000000	8.264645	11.501927	-703.851600
566.000000	4.000000	8.350530	11.239789	-771.688600
567.000000	1.000000	7.423249	10.478585	-2712.376100
568.000000	5.000000	6.473894	10.089025	-1532.551200
569.000000	3.000000	8.328580	11.527570	-2831.564600
570.000000	7.000000	9.236395	12.503016	-2441.520700
571.000000	4.000000	9.654310	12.855959	-3020.592800
572.000000	6.000000	10.067174	13.177258	-2667.161900
573.000000	4.000000	9.953898	13.205084	-2717.820200
574.000000	4.000000	9.966421	13.166494	-2089.389500
575.000000	5.000000	10.153516	13.294893	-3399.131900
576.000000	3.000000	10.200534	13.387229	-1803.540100
577.000000	6.000000	10.418917	13.575411	-1527.335500
578.000000	4.000000	10.560857	13.659414	-2595.787500
579.000000	6.000000	10.154994	13.302516	-1721.565900
580.000000	2.000000	10.509450	13.591216	-2680.115200
581.000000	1.000000	9.989202	13.213403	-3364.323200
582.000000	5.000000	10.227339	13.372004	-2999.553200
583.000000	3.000000	10.364478	13.466246	-2208.050000
584.000000	2.000000	10.475567	13.603089	-2203.002100
585.000000	3.000000	10.128866	13.241024	-2543.688200
586.000000	1.000000	10.136004	13.284707	-1893.273400
587.000000	6.000000	10.245138	13.396204	-2120.369500
588.000000	4.000000	10.416096	13.444531	-1189.759500
589.000000	6.000000	10.569755	13.619038	-2933.203400
590.000000	5.000000	10.136328	13.258882	-2060.758000
591.000000	8.000000	9.465910	12.687183	-1104.610400
592.000000	8.000000	9.937199	13.156134	-3434.231000
593.000000	6.000000	10.350015	13.504531	-1308.345900
594.000000	3.000000	10.503630	13.630140	-3215.427300
595.000000	1.000000	10.539996	13.572897	-2454.842300
596.000000	3.000000	10.281580	13.414168	-1446.016600
597.000000	6.000000	10.354738	13.477517	-2579.490900
598.000000	6.000000	10.356124	13.539165	-2321.429800
599.000000	5.000000	10.226370	13.430438	-3027.565100
600.000000	2.000000	4.387093	7.766822	-2009.443800
601.000000	8.000000	5.776518	8.197618	-428.245400
602.000000	2.000000	5.963909	8.103012	-1109.436400
603.000000	4.000000	6.225700	9.064353	902.388400
604.000000	1.000000	7.049977	9.989532	-811.341000
605.000000	5.000000	6.328972	9.825488	-2083.110000
606.000000	2.000000	7.552699	11.144409	-1243.805000
607.000000	7.000000	8.576699	11.989239	-2147.427200
608.000000	3.000000	9.418973	12.724416	-3384.481800
609.000000	7.000000	9.834547	13.099230	-2358.099000
610.000000	1.000000	9.964351	13.138411	-2339.287600
611.000000	6.000000	10.283160	13.403174	-2004.875400
612.000000	4.000000	10.315514	13.443659	-2466.787100
613.000000	3.000000	10.058592	13.182241	-1314.094700
614.000000	8.000000	10.513434	13.626674	-3722.275900
615.000000	7.000000	10.337963	13.467456	-2862.970800
616.000000	3.000000	10.475250	13.626069	-3094.854600
617.000000	3.000000	10.262465	13.386372	-2882.008700
618.000000	4.000000	10.716991	13.783684	-3845.801600
619.000000	2.000000	10.378183	13.502005	-2143.583000
620.000000	1.000000	10.208488	13.336970	-1068.732300
621.000000	5.000000	10.197339	13.332828	-2405.605500
622.000000	2.000000	10.333429	13.454187	-1843.830200
623.000000	4.000000	10.329163	13.466406	-1643.614800
624.000000	1.000000	9.941877	13.247876	-2088.316600
625.000000	6.000000	9.383746	12.688360	-2886.790900
626.000000	3.000000	10.025405	13.221948	-2663.385400
627.000000	8.000000	10.278331	13.428691	-2812.083900
628.000000	1.000000	10.266499	13.404290	-1727.109900
629.000000	6.000000	10.314885	13.464069	-1998.288600
630.000000	1.000000	10.494369	13.638890	-2254.937500
631.000000	5.000000	10.430549	13.578939	-2192.793900
632.000000	8.000000	10.095733	13.275926	-3076.255800
633.000000	7.000000	10.265765	13.421380	-3262.998000
634.000000	2.000000	10.301470	13.401035	-1080.010800
635.000000	5.000000	10.490944	13.577906	-2757.826200
636.000000	3.000000	10.396363	13.514138	-2443.483200
637.000000	6.000000	10.410904	13.525992	-3862.892400
638.000000	5.000000	10.374878	13.489137	-1309.615800
639.000000	5.000000	10.321553	13.353666	-3102.148900
640.000000	5.000000	10.108204	13.333701	-2218.054100
641.000000	6.000000	10.279743	13.400313	-3021.860800
642.000000	8.000000	10.563391	13.654875	-1993.318200
643.000000	2.000000	10.298864	13.409020	-1956.115200
644.000000	6.000000	9.909243	13.115129	-3203.556400
645.000000	5.000000	10.058374	13.239835	-2138.865600
646.000000	8.000000	10.343006	13.432495	-1572.507600
647.000000	3.000000	10.203134	13.395145	-3209.149300
648.000000	4.000000	10.008151	13.269010	-1962.919600
649.000000	8.000000	10.100063	13.277143	-2327.721600
650.000000	5.000000	4.304241	7.029206	-2250.319600
651.000000	2.000000	4.835932	7.207385	-1930.258100
652.000000	3.000000	4.957665	8.437427	223.265500
653.000000	8.000000	4.327865	8.881011	-1009.001100
654.000000	1.000000	4.333930	8.984032	-1334.470100
655.000000	8.000000	4.504642	9.229311	-2353.841600
656.000000	8.000000	5.774886	9.474719	-973.410500
657.000000	4.000000	6.730446	9.642309	-1926.432200
658.000000	8.000000	5.955097	9.770871	-434.730700
659.000000	4.000000	7.333428	10.024094	1120.496800
660.000000	4.000000	7.374373	9.955681	-51.959800
661.000000	7.000000	7.186038	10.255145	-1295.277300
662.000000	7.000000	7.299736	9.991058	1159.504000
663.000000	2.000000	7.333921	10.372319	-327.121800
664.000000	2.000000	7.537025	10.827552	-805.770800
665.000000	3.000000	7.269424	10.934629	-1898.813400
666.000000	4.000000	9.524306	12.793746	-3473.658200
667.000000	2.000000	9.802130	12.995302	-3301.665900
668.000000	5.000000	10.455889	13.509915	-1236.883300
669.000000	2.000000	10.332156	13.415572	-1858.815600
670.000000	8.000000	10.690470	13.770852	-2084.708900
671.000000	3.000000	10.286073	13.409599	-1171.653700
672.000000	5.000000	10.458332	13.559889	-2420.336500
673.000000	2.000000	10.573557	13.619957	-2161.073800
674.000000	5.000000	10.592189	13.743953	-2248.893400
675.000000	4.000000	9.906323	13.149072	-2927.588300
676.000000	1.000000	9.685278	12.921857	-2981.425700
677.000000	8.000000	9.877187	13.055031	-642.999500
678.000000	1.000000	9.967816	13.160461	-2350.994400
679.000000	6.000000	10.147696	13.315930	-3616.131000
680.000000	3.000000	10.021119	13.143646	-1678.143000
681.000000	6.000000	9.979387	13.180095	-2901.003700
682.000000	5.000000	10.141779	13.359137	-2846.071800
683.000000	5.000000	10.645239	13.698683	-2873.211100
684.000000	6.000000	10.059232	13.212239	-2250.060400
685.000000	4.000000	10.517718	13.625919	-1401.141600
686.000000	3.000000	10.718516	13.767079	-2340.574800
687.000000	4.000000	10.225295	13.362021	-3226.418900
688.000000	3.000000	10.638419	13.735912	-3348.347400
689.000000	5.000000	10.378975	13.514610	-2942.365700
690.000000	5.000000	9.823669	13.054031	-3098.636100
691.000000	1.000000	9.713401	12.895365	-1457.788300
692.000000	6.000000	9.725757	12.938668	-2894.959200
693.000000	6.000000	9.804534	13.021362	-3199.661800
694.000000	3.000000	9.777037	13.038075	-3268.929200
695.000000	5.000000	10.342042	13.479020	-3110.728500
696.000000	2.000000	10.484523	13.628168	-2430.891400
697.000000	4.000000	10.454793	13.566031	-2849.456400
698.000000	4.000000	10.338959	13.477135	-3167.410700
699.000000	7.000000	10.187500	13.333698	-2140.507600
